PA14_ID	GeneName	Essentiality	KEGG_ID	COG_ID	FUNCTION
PA14_38010		Nonessential			
PA14_38020		Nonessential		COG1359	Function unknown
PA14_38040		Nonessential		COG2207	Transcription
PA14_38050		Nonessential			
PA14_38060		Nonessential		COG0759	Function unknown
PA14_38080		Nonessential			
PA14_38090		Nonessential		COG0564	"Translation, ribosomal structure and biogenesis"
PA14_38110	ygjU	Nonessential	K07862	COG3633	Amino acid transport and metabolism
PA14_38130	ycjJ	Nonessential	K14052	COG0531	Amino acid transport and metabolism
PA14_38140		Nonessential		COG0174	Amino acid transport and metabolism
PA14_38160	azlC	Nonessential		COG1296	Amino acid transport and metabolism
PA14_38170		Nonessential		COG4392	Function unknown
PA14_38180		Nonessential			
PA14_38190		Nonessential			
PA14_38200	ilvG	Nonessential	K01652	COG0028	"acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase"
PA14_38210		Nonessential			
PA14_38220		Nonessential		COG2375	Inorganic ion transport and metabolism
PA14_38250	yjiR	Nonessential		COG1167	Transcription / Amino acid transport and metabolism
PA14_38260		Nonessential			
PA14_38270		Nonessential			
PA14_38290		Nonessential		COG4519	Function unknown
PA14_38300	grp	Nonessential	K05800	COG1522	Transcription
PA14_38310		Nonessential			
PA14_38320	yfeH	Nonessential	K14347	COG0385	General function prediction only
PA14_38330	gor	Nonessential	K00383	COG1249	Energy production and conversion
PA14_38340		Nonessential		COG0346	Amino acid transport and metabolism
PA14_38350	galU	Nonessential	K00963	COG1210	"Cell envelope biogenesis, outer membrane"
PA14_38360	ugd	Nonessential	K00012	COG1004	"Cell envelope biogenesis, outer membrane"
PA14_38370		Nonessential			
PA14_38380	amrR	Nonessential	K18129	COG1309	Transcription
PA14_38395		Nonessential		COG0845	"Cell envelope biogenesis, outer membrane"
PA14_38410	amrB	Nonessential	K18095	COG0841	Defense mechanisms
PA14_38420		Nonessential		COG3204	Function unknown
PA14_38430	gnyR	Nonessential		COG0789	Transcription
PA14_38440	gnyD	Nonessential	K00253	COG1960	Lipid metabolism
PA14_38460	gnyB	Nonessential	K01969	COG4799	Lipid metabolism
PA14_38470	gnyH	Nonessential	K13766	COG1024	Lipid metabolism
PA14_38480	gnyA	Nonessential	K01968	COG4770	Lipid metabolism
PA14_38490	gnyL	Nonessential	K01640	COG0119	Amino acid transport and metabolism
PA14_38500		Nonessential		COG1414	Transcription
PA14_38510	hmgA	Nonessential	K00451	COG3508	"Secondary metabolites biosynthesis, transport, and catabolism"
PA14_38530	fahA	Nonessential	K01555	COG0179	"Secondary metabolites biosynthesis, transport, and catabolism"
PA14_38550	maiA	Nonessential	K01800	COG0625	"Posttranslational modification, protein turnover, chaperones"
PA14_38560	pcaK	Nonessential	K08195	COG2814	Carbohydrate transport and metabolism
PA14_38570		Nonessential		COG3829	Transcription / Signal transduction mechanisms
PA14_38580		Nonessential		COG2610	Carbohydrate transport and metabolism / Amino acid transport and metabolism
PA14_38590	bdhA	Nonessential	K00019	COG1028	"Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only"
PA14_38610		Nonessential		COG2031	Lipid metabolism
PA14_38630	atoB	Nonessential	K00626	COG0183	Lipid metabolism
PA14_38640	scoB	Nonessential	K01029	COG2057	Lipid metabolism
PA14_38660	scoA	Nonessential	K01028	COG1788	Lipid metabolism
PA14_38680		Nonessential		COG0583	Transcription
PA14_38690	acsA	Nonessential	K01907	COG0365	Lipid metabolism
PA14_38700	ppiC1	Nonessential	K03769	COG0760	"Posttranslational modification, protein turnover, chaperones"
PA14_38710		Nonessential		COG2315	Function unknown
PA14_38720		Nonessential		COG3554	Function unknown
PA14_38730	yhhS	Nonessential			
PA14_38740		Nonessential		COG0642	Signal transduction mechanisms
PA14_38750		Nonessential		COG1454	Energy production and conversion
PA14_38770		Nonessential		COG1506	Amino acid transport and metabolism
PA14_38780	pqqE	Nonessential	K06139	COG0535	General function prediction only
PA14_38790	pqqD	Nonessential	K06138		
PA14_38800	pqqC	Nonessential	K06137	COG5424	Coenzyme metabolism
PA14_38820	pqqB	Nonessential	K06136	COG1235	General function prediction only
PA14_38825	pqqA	Nonessential	K06135		
PA14_38840	exaC	Nonessential	K00128	COG1012	Energy production and conversion
PA14_38850	exaB	Nonessential		COG2010	Energy production and conversion
PA14_38860	exaA	Nonessential	K00114	COG4993	Carbohydrate transport and metabolism
PA14_38880		Nonessential		COG1357	Function unknown
PA14_38900	exaE	Nonessential		COG2197	Signal transduction mechanisms / Transcription
PA14_38910	exaD	Nonessential		COG4585	Signal transduction mechanisms
PA14_38920		Nonessential			
PA14_38930	glpR	Nonessential		COG2197	Signal transduction mechanisms / Transcription
PA14_38950		Nonessential			
PA14_38970		Nonessential		COG0642	Signal transduction mechanisms
PA14_38990		Nonessential		COG3287	Function unknown
PA14_39000		Nonessential			
PA14_39010	pqqF	Nonessential		COG1025	"Posttranslational modification, protein turnover, chaperones"
PA14_39020		Nonessential		COG2194	General function prediction only
PA14_39050	braZ	Nonessential	K03311	COG1114	Amino acid transport and metabolism
PA14_39060		Nonessential			
PA14_39070		Nonessential			
PA14_39080		Nonessential			
PA14_39090		Nonessential			
PA14_39100		Nonessential		COG3232	Amino acid transport and metabolism
PA14_39110		Nonessential			
PA14_39130	ybiT	Nonessential		COG0488	General function prediction only
PA14_39140		Nonessential			
PA14_39150	acpD	Nonessential	K01118	COG1182	Lipid metabolism
PA14_39160		Nonessential		COG0583	Transcription
PA14_39180		Nonessential		COG3326	Function unknown
PA14_39190	bacA	Nonessential	K06153	COG1968	Lipid transport and metabolism
PA14_39200		Nonessential		COG3201	Coenzyme metabolism
PA14_39210	nadR	Nonessential		COG3172	Coenzyme metabolism
PA14_39220		Nonessential			
PA14_39230		Nonessential			
PA14_39240		Nonessential			
PA14_39250		Nonessential		COG3271	General function prediction only
PA14_39260		Nonessential			
PA14_39270		Nonessential			
PA14_39280	rbsK	Nonessential	K00852	COG0524	Carbohydrate transport and metabolism
PA14_39300	rbsR	Nonessential	K02529	COG1609	Transcription
PA14_39320	rbsC	Nonessential	K10440	COG1172	Carbohydrate transport and metabolism
PA14_39330	rbsA	Nonessential	K10441	COG1129	Carbohydrate transport and metabolism
PA14_39350	rbsB	Nonessential	K10439	COG1879	Carbohydrate transport and metabolism
PA14_39360		Nonessential		COG2204	Signal transduction mechanisms
PA14_39390		Nonessential		COG0189	"Coenzyme metabolism / Translation, ribosomal structure and biogenesis"
PA14_39410		Nonessential		COG0456	General function prediction only
PA14_39420		Nonessential			
PA14_39440		Nonessential			
PA14_39460		Nonessential		COG0753	Inorganic ion transport and metabolism
PA14_39470		Nonessential			
PA14_39480		Nonessential		COG4694	Function unknown
PA14_39500		Nonessential			
PA14_39520		Nonessential		COG1529	Energy production and conversion
PA14_39530		Nonessential		COG1319	Energy production and conversion
PA14_39540		Nonessential		COG2080	Energy production and conversion
PA14_39560		Nonessential		COG0840	Cell motility and secretion / Signal transduction mechanisms
PA14_39570		Nonessential			
PA14_39580	rimJ	Nonessential	K03790	COG1670	"Translation, ribosomal structure and biogenesis"
PA14_39590	metE	Nonessential	K00549	COG0620	Amino acid transport and metabolism
PA14_39610		Nonessential		COG1944	Function unknown
PA14_39620		Nonessential		COG4744	Function unknown
PA14_39630		Nonessential		COG0811	Intracellular trafficking and secretion
PA14_39640		Nonessential		COG1429	Coenzyme metabolism
PA14_39650	cirA	Nonessential	K16089	COG4771	Inorganic ion transport and metabolism
PA14_39660		Nonessential		COG4106	General function prediction only
PA14_39670		Nonessential			
PA14_39690	nrdD	Nonessential	K00527	COG1328	Nucleotide transport and metabolism
PA14_39700		Nonessential			
PA14_39710	nrdG	Nonessential		COG1180	"Posttranslational modification, protein turnover, chaperones"
PA14_39720		Nonessential		COG0665	Amino acid transport and metabolism
PA14_39730		Nonessential		COG3450	General function prediction only
PA14_39750		Nonessential		COG0814	Amino acid transport and metabolism
PA14_39770		Nonessential		COG2508	"Signal transduction mechanisms / Secondary metabolites biosynthesis, transport, and catabolism"
PA14_39780	hvn	Nonessential			
PA14_39790		Nonessential			
PA14_39800		Nonessential		COG1595	Transcription
PA14_39810		Essential		COG3712	Inorganic ion transport and metabolism / Signal transduction mechanisms
PA14_39820	ufrA	Nonessential	K02014	COG1629	Inorganic ion transport and metabolism
PA14_39830		Nonessential		COG3182	Function unknown
PA14_39850		Nonessential			
PA14_39860		Nonessential		COG4188	General function prediction only
PA14_39870	apaH	Nonessential		COG0537	Nucleotide transport and metabolism / Carbohydrate transport and metabolism / General function prediction only
PA14_39880	phzG2	Nonessential		COG0259	Coenzyme metabolism
PA14_39890	phzF2	Nonessential	K06998	COG0384	General function prediction only
PA14_39910	phzE2	Nonessential		COG0147	Amino acid transport and metabolism / Coenzyme metabolism
PA14_39925	phzD2	Nonessential		COG1535	"Secondary metabolites biosynthesis, transport, and catabolism"
PA14_39945	phzC2	Nonessential	K01626	COG3200	Amino acid transport and metabolism
PA14_39960	phzB2	Nonessential			
PA14_39970	phzA2	Nonessential			
PA14_39980	qscR	Nonessential		COG2771	Transcription
PA14_39990		Nonessential		COG3000	Lipid metabolism
PA14_40010		Nonessential			
PA14_40020		Nonessential			
PA14_40030		Nonessential			
PA14_40040		Nonessential		COG2366	General function prediction only
PA14_40050		Nonessential			
PA14_40060		Nonessential			
PA14_40070		Nonessential		COG0625	"Posttranslational modification, protein turnover, chaperones"
PA14_40080		Nonessential			
PA14_40100		Nonessential			
PA14_40110		Nonessential			
PA14_40120	polB	Nonessential	K02336	COG0417	"DNA replication, recombination, and repair"
PA14_40130		Nonessential		COG0456	General function prediction only
PA14_40150		Nonessential			
PA14_40160	nuoA	Nonessential	K00330	COG0838	Energy production and conversion
PA14_40170	sugE	Nonessential	K11741	COG2076	Inorganic ion transport and metabolism
PA14_40180		Nonessential		COG2080	Energy production and conversion
PA14_40200		Nonessential		COG1529	Energy production and conversion
PA14_40210		Nonessential		COG1709	Transcription
PA14_40220		Nonessential		COG1896	General function prediction only
PA14_40230		Nonessential		COG0845	"Cell envelope biogenesis, outer membrane"
PA14_40240		Nonessential		COG2274	Defense mechanisms
PA14_40250	opmL	Nonessential	K12543	COG1538	"Cell envelope biogenesis, outer membrane / Intracellular trafficking and secretion"
PA14_40260		Nonessential			
PA14_40270		Nonessential		COG0598	Inorganic ion transport and metabolism
PA14_40280		Nonessential			
PA14_40290	lasA	Nonessential	K08642	COG0739	"Cell envelope biogenesis, outer membrane"
PA14_40300		Nonessential			
PA14_40310		Nonessential		COG0236	"Lipid metabolism / Secondary metabolites biosynthesis, transport, and catabolism"
PA14_40320	xqhA	Nonessential	K02453	COG1450	Cell motility and secretion / Intracellular trafficking and secretion
PA14_40330		Nonessential			
PA14_40340		Nonessential			
PA14_40350		Nonessential		COG1199	"Transcription / DNA replication, recombination, and repair"
PA14_40370		Nonessential			
PA14_40380		Nonessential		COG1309	Transcription
PA14_40390	modA	Nonessential	K02020	COG0725	Inorganic ion transport and metabolism
PA14_40410	modB	Nonessential	K02018	COG4149	Inorganic ion transport and metabolism
PA14_40420	modC	Nonessential	K02017	COG4148	Inorganic ion transport and metabolism
PA14_40430		Nonessential		COG3315	"Secondary metabolites biosynthesis, transport, and catabolism"
PA14_40440		Nonessential		COG0583	Transcription
PA14_40450	str	Nonessential	K04343	COG3570	Defense mechanisms
PA14_40470		Nonessential		COG0168	Inorganic ion transport and metabolism
PA14_40490	yedI	Nonessential	K09781	COG2354	Function unknown
PA14_40510	ccoN-2	Nonessential	K00404	COG3278	"Posttranslational modification, protein turnover, chaperones"
PA14_40520		Nonessential			
PA14_40540		Nonessential		COG3448	Signal transduction mechanisms
PA14_40550		Nonessential		COG0583	Transcription
PA14_40560		Nonessential			
PA14_40570		Nonessential		COG3706	Signal transduction mechanisms
PA14_40600		Nonessential		COG4977	Transcription
PA14_40610		Nonessential		COG3813	Function unknown
PA14_40620		Nonessential			
PA14_40630	yhgI	Essential	K07400	COG0694	"Posttranslational modification, protein turnover, chaperones"
PA14_40640	cti	Nonessential			
PA14_40650		Nonessential			
PA14_40660		Nonessential			
PA14_40670	metH	Nonessential	K00548	COG1410	Amino acid transport and metabolism
PA14_40690		Nonessential		COG3171	Function unknown
PA14_40700		Nonessential		COG3760	Function unknown
PA14_40710		Nonessential			
PA14_40730		Nonessential		COG0820	General function prediction only
PA14_40740		Nonessential			
PA14_40750		Nonessential			
PA14_40770	cysI	Nonessential	K00381	COG0155	Inorganic ion transport and metabolism
PA14_40780		Nonessential		COG3749	Function unknown
PA14_40790		Nonessential		COG1309	Transcription
PA14_40800		Nonessential		COG2050	"Secondary metabolites biosynthesis,    transport, and catabolism"
PA14_40820		Nonessential		COG4757	General function prediction only
PA14_40830	yhfP	Nonessential		COG0604	Energy production and conversion / General function prediction only
PA14_40840	sohB	Nonessential	K04774	COG0616	"Posttranslational modification, protein turnover, chaperones / Intracellular trafficking and secretion"
PA14_40850	gpmA	Nonessential		COG0406	General function prediction only
PA14_40860		Nonessential		COG3255	Lipid metabolism
PA14_40880		Nonessential		COG3173	General function prediction only
PA14_40890		Nonessential		COG1028	"Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only"
PA14_40900		Nonessential		COG1028	"Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only"
PA14_40910		Nonessential		COG0583	Transcription
PA14_40930		Nonessential			
PA14_40940		Nonessential		COG0730	General function prediction only
PA14_40950	nudC	Nonessential	K03426	COG2816	"DNA replication, recombination, and repair"
PA14_40960	fimL	Nonessential			
PA14_40980		Nonessential		COG1024	Lipid metabolism
PA14_41000	nhaB	Nonessential	K03314	COG3067	Inorganic ion transport and metabolism
PA14_41010		Nonessential		COG0531	Amino acid transport and metabolism
PA14_41020	adi	Nonessential	K01584	COG1982	Amino acid transport and metabolism
PA14_41030		Nonessential		COG3631	General function prediction only
PA14_41050	dnaQ	Essential	K02342	COG0847	"DNA replication, recombination, and repair"
PA14_41060	rnhA	Essential	K03469	COG0328	"DNA replication, recombination, and repair"
