cpd24339	C18H24NO4	Cocaethylene
cpd22809	C23H30N6O18P3	7,8-H2pterin-6-ylmethyl-l-(4-aminophenyl)-1-deoxy-5-[1-alpha -D- ribofuranosyl triphosphate]-D-ribitol
cpd22808	C23H30N6O12P	7,8-H2pterin-6-ylmethyl-l-(4-aminophenyl)-1-deoxy-5-[1-alpha -D- ribofuranosyl 5-phosphate]-D-ribitol
cpd17951	C30H50O	Shionon
cpd24758	C48H74N7O20P3S	(24E)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA
cpd24753	C14H16O2	4,9-dimethyldodeca-2,4,6,8,10-pentaene-1,12-dial
cpd24752	C13H20O3	(3S,5R,6R)-3,5-dihydroxy-6,7-didehydro-5,6-dihydro-9-apo-beta-caroten-9-one
cpd24751	C13H20O2	3-hydroxy-9-apo-beta-caroten-9-one
cpd24750	C13H20O2	3-hydroxy-9-apo-delta-caroten-9-one
cpd24757	C27H46O2	(24R)-24-hydroxycholesterol
cpd24755	C17H20O2	(2E,4E,6E,8E,10E,12E)-2,6,11-trimethyltetradeca-2,4,6,8,10,12-hexaenedial
cpd24754	C13H20O3	5,6-epoxy-3-hydroxy-9-apo-beta-caroten-9-one
cpd22495	C95H152N8O28P2	GlcNAc-(1->4)-MurNAc-pentapeptide-diphosphoundecaprenol
cpd21870	C37H56O3	2-methoxy-6-all trans-hexaprenyl-2-methoxy-1,4-benzoquinol
cpd21873	C5H6O5	2-HYDROXYGLUTARIC_ACID
cpd21872	C13H8O6	2-hydroxy-6-(2-carboxyphenyl)-6-oxo-2,4-hexadienoate
cpd21875	C5H9NO	2-Hydroxy-2-methylbutyronitriles
cpd00966	Br	HBr
cpd00965	H2Hg	Hg
cpd00960	C20H31O5	PGI2
cpd15779	C189H348N24O159P24	Isopentadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15778	C187H344N24O159P24	Isotetradecanoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15771	C309H540N24O255P24	Anteisopentadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine
cpd15770	C309H540N24O255P24	Isopentadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine
cpd15773	C191H352N24O159P24	Palmitoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15772	C311H544N24O255P24	Isohexadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine
cpd15775	C195H360N24O159P24	Stearoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15774	C187H342N24O159P24	Myristoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15777	C193H356N24O159P24	Anteisoheptadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15776	C193H356N24O159P24	Isoheptadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd25895	C52H77O4	3,4-dihydroxy-5-all-trans-nonaprenylbenzoate
cpd06725	C16H14O5	Sakuranetin
cpd01119	C15H12O5	Licodione
cpd24340	C3H6N2O7	1,2,3-propanetriol 1,2-dinitrate
cpd03439	C37H56O2	2-Hexaprenyl-6-methoxyphenol
cpd03438	C36H54O2	2-Hexaprenyl-6-hydroxyphenol
cpd03431	C33H40N4O6	D-Urobilinogen
cpd03430	C33H42N4O6	Urobilinogen
cpd03433	C33H40N4O6	I-Urobilin
cpd03432	C33H44N4O6	L-Urobilin
cpd03434	C33H38N4O6	D-Urobilin
cpd03437	C36H54O	2-Hexaprenylphenol
cpd03127	C35H56N7O17P3S	(2E)-Tetradecenoyl-CoA
cpd03126	C37H60N7O17P3S	(2E)-Hexadecenoyl-CoA
cpd03125	C27H40N7O17P3S	(2E)-Hexenoyl-CoA
cpd03124	C27H42N7O17P3S	Hexanoyl-CoA
cpd03123	C27H40N7O18P3S	3-Oxohexanoyl-CoA
cpd03122	C27H42N7O18P3S	(S)-Hydroxyhexanoyl-CoA
cpd03121	C29H44N7O18P3S	3-Oxooctanoyl-CoA
cpd03120	C29H46N7O18P3S	(S)-Hydroxyoctanoyl-CoA
cpd15555	C38H72NO10P	phosphatidylserine dihexadecanoyl
cpd15554	C34H60NO10P	phosphatidylserine ditetradec-7-enoyl
cpd15557	C42H80NO10P	phosphatidylserine dioctadecanoyl
cpd15556	C38H68NO10P	phosphatidylserine dihexadec-9-enoyl
cpd15551	C7H11N2O3	L-Prolinylglycine
cpd12270	C24H34N7O19P3S	omega-Carboxyacyl-CoA
cpd15805	C36H61N7O17P3S	Anteiso-C15:0 CoA
cpd15552	C30H56NO10P	phosphatidylserine didodecanoyl
cpd14608	C41H58O	Anhydrorhodovibrin
cpd14609	C41H60O2	Rhodovibrin
cpd14605	C40H56O	3,4-Dehydrorhodopin
cpd14601	C40H58O	Rhodopin
cpd05879	C48H77O18	Soyasaponin I
cpd28060	R	Red-Thioredoxin
cpd05876	C30H50O3	Soyasapogenol B
cpd26617	C12H17NO10	GlcNAc-Mal
cpd26612	C41H78O13P	dipalmitoyl-L-1-phosphatidyl-inositol
cpd26618	C10H16NO9	GlcN-Mal
cpd26619	C13H21N2O10S	BSH
cpd01435	C6H9O3	3-Oxohexanoate
cpd24698	C7H6NO3	4-hydroxylaminobenzoate
cpd04797	C19H30O2	Epiandrosterone
cpd24962	C42H42N5O15	siroamide
cpd08207	C6H6Cl2	5,6-Dichloro-1,3-cyclohexadiene
cpd08788	C26H44O10	L-Olivosyl-oleandolide
cpd08789	C27H46O10	L-Oleandrosyl-oleandolide
cpd08206	C7H18N4O7P	N1-Amidinostreptamine 6-phosphate
cpd08782	C44H82N2O15	Megalomicin A
cpd08780	C48H72O14	Avermectin B1a
cpd08781	C49H74O14	Avermectin A1a
cpd08786	C20H36O6	8,8a-Deoxyoleandolide
cpd08787	C20H34O7	Oleandolide
cpd08204	C8H10O	(S)-1-Phenylethanol
cpd24555	C108H178N2O27P2	CPD-5161
cpd22575	C10H16O	(-)-(1R,4S)-limonene-1,2- epoxide
cpd22574	C10H16O	(-)-(1S,4S)-limonene-1,2- epoxide
cpd00779	C9H9NO3I2	L-Diiodotyrosine
cpd00778	C5H5NO2	2,5-Dihydroxypyridine
cpd22571	C16H27N4O15P2	CDP-N-methyl-L-glucosamine
cpd22573	C10H16O	(+)-(1R,4R)-limonene-1,2- epoxide
cpd22572	C10H16O	(+)-(1S,4R)-limonene-1,2- epoxide
cpd00773	C20H28N3O19P2	UDP-MurNAc
cpd00772	C7H14N2O3	L-Theanine
cpd00771	C6H10NO4	N-Methyl-L-glutamate
cpd00770	C6H7NO5	N-Formyl-L-glutamate
cpd00777	C10H14N2O	(S)-6-Hydroxynicotine
cpd00776	C30H50O	Squalene 2,3-oxide
cpd00775	C6H9O4	(R)-4-Dehydropantoate
cpd00774	C40H36N4O16	UroporphyrinogenIII
cpd01172	C19H21O6	Gibberellin
cpd01170	C28H44O	Ergosterol
cpd01171	C6H14O6	Dulcose
cpd01176	C16H14O6	Hesperetin
cpd01177	C9H10O	Indan-1-ol
cpd01174	C20H18O5	Glyceollin
cpd01178	C12H22O11	Inulobiose
cpd01179	C18H33O2	Elaidinsaure
cpd12101	C7H13N3O2R2	Histone-L-lysine
cpd09785	C11H10	1-Methylnaphthalene
cpd09787	C11H10O2	1,2-Dihydroxy-8-methylnaphthalene
cpd09786	C11H12O2	cis-1,2-Dihydroxy-1,2-dihydro-8-methylnaphthalene
cpd12107	CH4NR	Methylated amine
cpd09789	C11H9O4	2-Hydroxy-3-methylbenzalpyruvate
cpd09788	C11H9O4	2-Hydroxy-8-methylchromene-2-carboxylate
cpd11929	H2NR	Alkylamine
cpd12105	C15H22N6O4RS	L-Methionyl-tRNA
cpd11920	C10H12N5O3R	tRNA(Pro)
cpd11921	C10H12N5O3R	tRNA(Ser)
cpd11922	C10H12N5O3R	tRNA(Thr)
cpd11923	C10H12N5O3R	tRNA(Trp)
cpd11924	C10H12N5O3R	tRNA(Val)
cpd24556	C114H188N2O32P2	CPD-5162
cpd18017	C18H31N3O12P2	dTDP-D-forosamine
cpd18016	C16H27N3O12P2	dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose
cpd18015	C16H24N2O13P2	dTDP-4-oxo-2,3,6-trideoxy-D-glucose
cpd18011	C6H10O5	L-Fucono-1,5-lactone
cpd18010	C10H18O2	Mentholactone
cpd11176	C20H32O	13,14-Dihydroretinol
cpd23734	C18H31O4	9,10-dihydroxyoctadeca-12,15-dienoate
cpd23735	C12H12N5O8P	5-phospho-alpha-D-ribose-1-preQ0
cpd23224	C17H17N5O9P	salicylate-adenylate
cpd23225	C13H19N6O8PS	cysteine-AMP
cpd23222	C11H11ClN2O2	5-chloro-L-tryptophan
cpd23223	C5H11O8P	D-arabitol 5-phosphate
cpd23732	C18H31O4	12,13-dihydroxyoctadeca-9,15-dienoate
cpd23733	C18H31O4	15,16-dihydroxyoctadeca-9,12-dienoate
cpd23738	C12H12N5O7P	toyocamycin phosphate
cpd23739	C16H9O6	5-hydroxy-pseudobaptigenin
cpd24509	C17H12O6	dihydrodemethylsterigmatocystin
cpd07923	C10H15N3O11P2	2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate
cpd15443	C9H13N5O13P3	dihydromonapterin-triphosphate
cpd07921	C6H5Br	Bromobenzene
cpd19527	C17H12O2	1-Hydroxy-6-methoxypyrene
cpd07924	C10H15N3O14P3	2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate
cpd19490	C20H30O	Isopimaradienal
cpd19491	C20H32	Stemar-13-ene
cpd19492	C20H32	Stemod-13(17)-ene
cpd19493	C20H32	9beta-Pimara-7,15-diene
cpd19494	C20H32	ent-Cassa-12,15-diene
cpd12321	C20H28N2O21P3R2	tRNA containing thymine
cpd19496	C20H32	Fusicocca-2,10(14)-diene
cpd19521	C16H12O2	trans-4,5-Dihydroxy-4,5-dihydropyrene
cpd11609	H2NR	A
cpd15440	C28H46N8O18P3S	Carnitinyl-CoA
cpd19522	C15H11O4	cis-3,4-Phenanthrenedihydrodiol-4-carboxylate
cpd11608	C4H6N2O3R2	Peptide
cpd16381	C28H52N9O10S2	Homotrypanothione
cpd16380	C18H38N6O5S	Glutathionylaminopropylcadaverine
cpd15110	C15H12O4	Pinocembrin chalcone
cpd15113	C21H22O10	THC 4'-glucoside
cpd12712	CuR	Reduced azurin
cpd12711	CuR	Oxidized azurin
cpd12864	C11H16O10R2	1,2-Diacyl-3-O-(alpha-D-glucopyranosyl)-sn-glycerol
cpd12865	C17H26O15R2	Glcalpha1->2Glcalpha1->3acyl2Gro
cpd12868	C4H6N2O3R2	[Protein]-D-serine
cpd17568	C45H76O7P2	ditrans,hexacis-Nonaprenyl diphosphate
cpd17569	C20H36O7P2	Dihydrogeranylgeranyl diphosphate
cpd17566	C35H60O7P2	ditrans,tetracis-Heptaprenyl diphosphate
cpd17567	C40H68O7P2	ditrans,pentacis-Octaprenyl diphosphate
cpd17564	C30H52O7P2	ditrans,tricis-Hexaprenyl diphosphate
cpd17565	C25H44O7P2	ditrans,dicis-Pentaprenyl diphosphate
cpd17563	C23H48	Tricosane
cpd03332	C9H8O2	p-Coumaraldehyde
cpd03333	C11H12O4	Sinapaldehyde
cpd03330	C9H8NO4	Leucodopachrome
cpd03331	C9H9O3	PLCT
cpd03336	C6H5O2Cl	3-Chlorocatechol
cpd03337	C10H9O5	5-Hydroxyferulate
cpd03335	C8H7O5	3-O-Methylgallate
cpd03338	C11H12NO3	N-Acetyl-D-phenylalanine
cpd03339	C29H29O17	Malonylapiin
cpd07670	C22H29O4	Cannabidiolic acid
cpd26869	C5H9O4	DIOH-ISOVALERATE
cpd15598	C38H62N7O17P3S	Anteiso-C17:1 CoA
cpd26864	C19H35O2	dihydrosterculate
cpd26862	C18H40NO2	DIHYDRO-SPHINGOSINE
cpd26861	C38H67O15	13-[O(2')-beta-D-glucopyranosyl-beta-D-glucopyranosyloxy]docosanoate O(6'),O(6'')-diacetate
cpd26860	C36H65O14	13-[O(2')-beta-D-glucopyranosyl-beta-D-glucopyranosyloxy]docosanoate O(6'')-acetate
cpd24693	C20H39O4P	phytolmonophosphate
cpd05489	C25H29O4	Bixin
cpd25365	C28H45O3	4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol
cpd25364	C28H46O2	4alpha-formyl-5alpha-cholesta-8-en-3beta-ol
cpd25366	C27H44O	5alpha-cholesta-8-en-3-one
cpd25361	C29H47O3	4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol
cpd25360	C29H48O2	4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol
cpd25363	C28H48O2	4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol
cpd25362	C28H46O	4alpha-methyl-5alpha-cholesta-8-en-3-one
cpd24559	C138H228N2O52P2	CPD-5166
cpd27735	R	Ox-Thioredoxin
cpd03844	C12H22O11	alpha-Cellobiose
cpd03845	C12H22O11	beta-Cellobiose
cpd03598	C9H9O4	3-Methoxy-4-hydroxyphenylacetate
cpd03599	C14H20O7	Salidroside
cpd03596	C6H4O5	4-Methylene-2-oxoglutarate
cpd03597	C8H10O2	Tyrosol
cpd03592	C5H6O5	D-threo-3-Methylmalate
cpd03593	C5H6O5	D-erythro-3-Methylmalate
cpd03590	C5H6O5	L-threo-3-Methylmalate
cpd03591	C5H4O5	Methyloxaloacetate
cpd01991	C9H13N3O8P	2'-Cytidylic acid
cpd01992	C6H10O6	D-Glucono-1,4-lactone
cpd15120	C7H9N3O4	4-Amino-6-hydroxylamino-3-methyl-2-nitrophenol
cpd01995	C14H18N3O7S	Deacetylcephalosporin C
cpd01996	C6H14O4P	Diisopropyl phosphate
cpd01997	C9H10N2	Dimethylbenzimidazole
cpd01998	C15H26O10P3	Farnesyl triphosphate
cpd01999	C16H23N5O15P2	GDP-D-rhamnose
cpd15128	C22H24O11	Hesperetin 7-O-glucoside
cpd15129	C27H32O14	Naringin chalcone
cpd27884	R	Plastocyanin-Reduced
cpd02421	C25H19N3O9S2	Oxidized Watasenia luciferin
cpd02420	C21H28N7O	Oxidized Cypridina luciferin
cpd02423	C3H8O5P	Propane-1,2-diol 1-phosphate
cpd02422	C25H49NO8PR	Palmitoylphosphatidylcholine
cpd02425	C15H7O16S3	Quercetin 3,4',7-trissulfate
cpd02424	C15H7O16S3	Quercetin 3,3',7-trissulfate
cpd02427	C5H8NO2S	Thiomorpholine 3-carboxylate
cpd02426	C9H10NO2SBr	S-(4-Bromophenyl)-L-cysteine
cpd02428	C5H9O8P	beta-L-Arabinose 1-phosphate
cpd24281	C10H16O2	(+)-6-exo-hydroxycamphor
cpd24280	C41H66N7O18P3S	3-oxo-(11Z)-eicos-11-enoyl-CoA
cpd24283	C10H14O2	6-oxocamphor
cpd29670	C7H9N5O2	6-hydroxymethyl dihydropterin
cpd29677	C7H14O13P2	D-Glycero-D-manno-heptose 1,7-bisphosphate
cpd24284	C10H15O3	(1S)-alpha-campholonate (enol form)
cpd24287	C35H56	tetraprenyl-beta-curcumene
cpd24289	C20H32	miltiradiene
cpd24288	C35H58O	sporulenol
cpd29679	C34H65NO12P	2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate
cpd29678	C96H172N2O38P2	KDO(2)-lipid IV(A) with laurate
cpd17270	C19H18N4O7	Futalosine
cpd21079	C9H6NO2	Indole-3-carboxylate
cpd21078	C20H34O7P2	Halima-5(6),13-dien-15-yl diphosphate
cpd21071	C30H52O2	Arabidiol
cpd21070	C18H29O3	Colneleate
cpd21073	C7H9NO3	(1R,6S)-6-Amino-5-oxocyclohex-2-ene-1-carboxylate
cpd21072	C30H52O2	Dammarenediol II
cpd21075	C30H50O	Germanicol
cpd21074	C30H50O	Thalianol
cpd21077	C30H50O	Camelliol C
cpd21076	C30H50	Dammara-20,24-diene
cpd15724	C34H66O10P	Diisotetradecanoylphosphatidylglycerol
cpd20918	C18H35NO	Oleamide
cpd19442	C8H21N3O2	Carboxyspermidine
cpd00166	C72H102CoN18O17P	Calomide
cpd00167	C19H36NO3R	Ceramide
cpd00164	C6H9O7	Glucuronate
cpd00165	H3NO	Hydroxylamine
cpd00162	C2H8NO	Aminoethanol
cpd00163	C14H20N2O16P2	UDP-xylose
cpd00160	C27H46O	Cholesterol
cpd00161	C4H9NO3	L-Threonine
cpd03142	C19H24O3	19-Oxoandrostendione
cpd00168	C7H5O4	2,3-Dihydroxybenzoate
cpd00169	C3H4O7P	3-Phosphoglycerate
cpd01695	C35H58N7O17P3S	Myristoyl-CoA
cpd01694	C26H44NO5S	Taurolithocholate
cpd01693	C12H21O14P	6-Phosphosucrose
cpd01692	C18H23O4S	Steroid O-sulfate
cpd01691	C36H60O2	Retinol palmitate
cpd01690	C9H11N5O2	Pyrimidodiazepine
cpd01699	C33H41N7O19P3S	(E,E)-Piperoyl-CoA
cpd01698	C5H10O5	alpha-L-Arabinose
cpd04867	C12H9O4	2,2',3-Trihydroxydiphenylether
cpd04866	C12H8O2	Dibenzo-p-dioxin
cpd04865	C12H9O5	2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate
cpd04864	C12H8O	Dibenzofuran
cpd04863	C9H8O2	3-Isochromanone
cpd04861	C10H8O2	1-Formyl-2-indanone
cpd04860	C13H9O4	2-Hydroxy-4-(2-oxo-1,3-dihydro-2H-inden-1-ylidene)but-2-enoic acid
cpd04868	C12H9O6	2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate
cpd00348	C6H11O9P	D-Galactose 1-phosphate
cpd00349	C7H12O13P2	Sedoheptulose 1,7-bisphosphate
cpd00342	C7H14N2O3	N-Acetylornithine
cpd00343	C5H6N2O5	N-Carbamoyl-L-aspartate
cpd00340	C5H5O4	2,5-Dioxopentanoate
cpd00341	C5H14N3O	N-Carbamoylputrescine
cpd00346	C4H7NO3	L-Aspartate4-semialdehyde
cpd00347	C20H20N7O6	5-10-Methenyltetrahydrofolate
cpd00344	C6H9N2O4	N-Formimino-L-glutamate
cpd00345	C20H23N7O6	5-Methyltetrahydrofolate
cpd11713	C25H44O7P2	Dolichyl diphosphate
cpd11712	C7H8N4O2R2	Protein histidine
cpd11711	C6H7N2O4R2	Protein glutamate
cpd11242	C33H40O18	Flavonol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside
cpd11717	C14H21NO14S*2	Chondroitin 6-sulfate
cpd11716	C14H21NO14S*2	Chondroitin 4-sulfate
cpd11715	C11H16O13PR2	Phosphatidylinositol
cpd11714	C7H12NO6R	N-Acyl-D-mannosamine
cpd11249	C18H17O7	2-Acetyl-6-(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)-3-hydroxy-6- methyl-2,4-cyclohexadien-1-one
cpd11718	C24H36N7O18P3RS	(S)-3-Hydroxyacyl-CoA
cpd09190	C20H13O7	2-Decarboxytetrangomycin
cpd09194	C16H26N3O13P2	dTDP-beta-L-daunosamine
cpd09195	C17H26N2O14P2	dTDP-beta-D-mycarose
cpd09196	C16H24N2O14P2	dTDP-beta-D-olivose
cpd09197	C16H24N2O14P2	dTDP-beta-D-oliose
cpd09198	C16H24N2O13P2	dTDP-beta-L-rhodinose
cpd09199	C10H17NO3	Methyl ecgonine
cpd17711	C19H21NO4	(S)-Corytuberine
cpd17710	C23H43N5O14	6'''-Deamino-6'''-dehydro-6'''-oxoneomycin C
cpd17712	C20H25NO4	Laudanine
cpd06648	C16H14O6	Homoeriodictyol
cpd23509	C42H80NO9P	1-palmitoyl-2-vernoloyl-phosphatidylcholine
cpd23508	C9H12O	1-hydroxycumene
cpd06641	C15H24	alpha-Ylangene
cpd23506	C13H13N3O2S	2-amino-3-{[cyano(1H-indol-3-yl)methyl]sulfanyl}propanoic acid
cpd06643	C15H12O5	Garbanzol
cpd06642	C15H24	Zingiberene
cpd23502	C13H16O7	benzenecarboxylic acid beta-D-glucose ester
cpd06647	C28H34O15	Ciratin
cpd23500	C13H15O8	2-O-beta-glucopyranosylsalicylic acid
cpd20857	C20H16O	7,12-Dimethylbenz[a]anthracene 5,6-oxide
cpd20858	C16H22N3O8	4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide
cpd20859	C16H23N3O8	NNAL-N-glucuronide
cpd22637	C6H12O5	alpha-L-fucopyranose
cpd22633	C18H23O19	trigalacturonate
cpd22630	C43H72N7O18P3S	3-oxo-behenoyl-CoA
cpd23207	C55H88O8P	DPX
cpd01438	C6H6N2O2	p-Nitroaniline
cpd01433	C3H7NO2	2-Nitropropane
cpd01432	C4H9NO3	2-Methylserine
cpd01431	C4H7O4R	2-Glyceride
cpd01430	C20H28O	11-cis-Retinal
cpd01437	C6H5OCl	p-Chlorophenol
cpd01436	C7H10O5	3-Propylmalate
cpd01343	C5H5N3O	Pyrazinamide
cpd01434	C20H37O3	2-Oxophytanate
cpd20133	C3H9Se	Trimethylselenonium
cpd23369	C19H23O5	16alpha, 17-epoxy GA9
cpd23368	C20H26O5	16alpha, 17-epoxy GA12
cpd25800	C5H7O4	5-hydroxy-2-oxopentanoate
cpd23366	C19H23O6	16alpha, 17-epoxy GA4
cpd24405	C4H10O	1-methyl-1-propanol
cpd23364	C6H9O6	2-keto-3-deoxy-L-galactonate
cpd14507	C6H10N2O3R2S	Peptide-L-methionine (R)-S-oxide
cpd25807	C6H5O3	2-(2-methylidenecyclopropyl)-2-oxoacetate
cpd24773	C30H26O13	pelargonidin 3-O-beta-D-caffeoylglucoside
cpd24775	C21H19O11	cyanidin 5-O-beta-D-glucoside
cpd24774	C30H26O12	pelargonidin 3-O-beta-D-p-coumaroylglucoside
cpd24777	C21H22O10	butein 4'-glucoside
cpd24779	C21H20O10	sulfuretin 6-glucoside
cpd24778	C21H22O9	isoliquiritigenin 4'-glucoside
cpd24984	C21H44	heneicosane
cpd00904	C19H28O2	DHA
cpd00905	C10H12N5O17P4	Guanosine 3',5'-bis(diphosphate)
cpd00906	C30H50O7P2	all-trans-Hexaprenyl diphosphate
cpd00907	C6H12O12P2	alpha-D-glucose-1,6-biphosphate
cpd00900	C16H21N5O15P2	GDP-4-dehydro-D-rhamnose
cpd00902	C9H18O11P	sn-glycero-3-Phospho-1-inositol
cpd00903	C18H27O3	12-OPDA
cpd00908	C5H14NO6P	Glycerophosphoethanolamine
cpd00909	C4H7NO2	1-Aminocyclopropane-1-carboxylate
cpd15719	C36H70O13P2	Diisopentadecanoylphosphatidylglycerophosphate
cpd15718	C34H66O13P2	Diisotetradecanoylphosphatidylglycerophosphate
cpd15717	C40H78O13P2	Dianteisoheptadecanoylphosphatidylglycerophosphate
cpd15716	C40H78O13P2	Diisoheptadecanoylphosphatidylglycerophosphate
cpd15715	C53H98O20	Triglucosyl-1,2 diisohexadecanoylglycerol
cpd15714	C51H94O20	Triglucosyl-1,2 dianteisopentadecanoylglycerol
cpd15713	C51H94O20	Triglucosyl-1,2 diisopentadecanoylglycerol
cpd15712	C49H90O20	Triglucosyl-1,2 diisotetradecanoylglycerol
cpd15711	C55H102O20	Triglucosyl-1,2 dianteisoheptadecanoylglycerol
cpd15710	C55H102O20	Triglucosyl-1,2 diisoheptadecanoylglycerol
cpd02858	C11H18N4O4	2-[3-Carboxy-3-(methylammonio)propyl]-L-histidine
cpd02859	C22H29NO12	5-O-(Indol-3-ylacetyl-myo-inositol) D-galactoside
cpd14999	C7H7NOS	Thiobenzamide S-oxide
cpd02850	C19H26O3	Testololactone
cpd02851	C9H13N4O8P	AICAR
cpd02853	C20H31O4	PGA1
cpd02854	C20H31O4	Prostaglandin C1
cpd02855	C7H11O4	(1S,3R,4S)-3,4-Dihydroxycyclohexane-1-carboxylate
cpd02856	C8H9NO6	2-(Acetamidomethylene)-3-(hydroxymethyl)succinate
cpd02857	C7H10O10P	DAHP
cpd23880	C12H19O13S	3,6-anhydro-alpha-D-galactopyranosyl-(1->3)-4-O-sulfo-D-galactose
cpd24361	C88H145NO12P2	CPD-190
cpd23886	C24H36O39S6	neo-lambda-carratetraose
cpd23887	C36H53O58S9	neo-lambda-carrahexaose
cpd24368	C40H76O10P	1-18:1-2-16:0-phosphatidylglycerol
cpd23889	C26H50NO7P	1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine
cpd03108	C20H15NO5	10-Hydroxydihydrosanguinarine
cpd03459	C6H7N2O2	Methylimidazoleacetate
cpd03458	C6H8N2O	Methylimidazoleacetaldehyde
cpd03105	C3H6O2	Acetol
cpd03104	C25H41N8O17P3S	L-3-Aminobutyryl-CoA
cpd03455	C3H5O3S	3-Mercaptolactate
cpd03454	C9H12N3O8P	3'-CMP
cpd03101	C3H4N2O3R	N-Carbamoyl-D-amino acid
cpd03452	C13H19N6O9P	(L-Seryl)adenylate
cpd03451	C11H10O6	SHCHC
cpd03102	C20H22O5	Phaseollidin hydrate
cpd12293	C2H3NO2R2	alpha-Amino acid ester
cpd12292	C7H14N5O2R2	[Dinitrogen reductase]
cpd15823	C10H19O8P2	3-hydroxy-geranyl diphsophate
cpd12290	C5H5N2O4R2	Protein L-isoaspartate
cpd12297	C11H12N5O8PR	5'-Acylphosphoadenosine
cpd15824	C6H8O12P2	4-ketofructose 1,6-bisphosphate
cpd15827	C7H13O2S	7-mercaptoheptanoic acid
cpd12294	C7H13N3O2R2	alpha-Tubulin L-lysine
cpd15829	C7H11O3	7-oxoheptanoic acid
cpd15828	C11H20NO4S	7-mercaptoheptanoylthreonine
cpd12298	C7H9N2O5R	5-L-Glutamyl amino acid
cpd23209	C5H10O5	alpha-D-arabinofuranose
cpd26638	C8H16NOS2	7-methylthioheptylhydroximate
cpd26639	C9H18NOS2	8-methylthiooctylhydroximate
cpd26632	C10H20N2O3S2	S-6-methylthiohexylhydroximoyl-L-cysteine
cpd26633	C11H22N2O3S2	S-7-methylthioheptylhydroximoyl-L-cysteine
cpd26630	C17H19N6O12P2S	2-carboxylate-4-methyl-5-beta-(ethyl adenosine 5-diphosphate) thiazole
cpd26631	C9H18N2O3S2	S-5-methylthiopentylhydroximoyl-L-cysteine
cpd26636	C6H12NOS2	5-methylthiopentylhydroximate
cpd26637	C7H14NOS2	6-methylthiohexylhydroximate
cpd26634	C12H24N2O3S2	S-8-methylthiooctylhydroximoyl-L-cysteine
cpd26635	C13H26N2O3S2	S-9-methylthiononylhydroximoyl-L-cysteine
cpd23298	C11H12O3	coumaryl acetate
cpd24944	C30H60O	triacontanal
cpd24942	C24H48O	tetracosanal
cpd24943	C34H68O	tetratriacontanal
cpd24940	C26H52O	hexacosanal
cpd24941	C28H56O	octacosanal
cpd08760	C33H46O8	Avermectin B1b aglycone
cpd08761	C34H48O8	Avermectin A1b aglycone
cpd08762	C40H58O11	Avermectin B1b monosaccharide
cpd08763	C41H60O11	Avermectin A1b monosaccharide
cpd08764	C47H70O14	Avermectin B1b
cpd08765	C48H72O14	Avermectin A1b
cpd08766	C34H50O8	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2a'' aglycone
cpd08767	C34H48O9	5-Oxoavermectin ''2a'' aglycone
cpd08768	C34H50O9	Avermectin B2a aglycone
cpd08769	C35H52O9	Avermectin A2a aglycone
cpd25013	C19H34O16	O-alpha-D-galactopyranosyl-(1->6)-O-alpha-D-galactopyranosyl-(1->2)-4-O-methyl-chiro-inositol
cpd19894	C21H18O8	Nogalavinone
cpd25011	C13H24O11	O-alpha-D-galactopyranosyl-(1->2)-4-O-methyl-chiro-inositol
cpd05041	C12H10NO4	2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate
cpd19117	C14H12O2	Benzyl benzoate
cpd04101	C13H10O	9-Fluorenol
cpd04102	C13H8O	9-Fluorenone
cpd04103	C28H42N7O20P3S	3-Hydroxypimelyl-CoA
